"Term1","hana2","jigokuhen_shinji2","kaeru2","kaigara2","karenosho2","kiseru2","onna2","rashomon2","sarano_hana2","torokko2","anitachi2","asa2","asamasiki_mono2","hashire_merosu2","kirigirisu2","ningen_shikkaku2","onnano_ketto2","sekibetsu2","soseiki2","uso2"
"飛立って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飛翔、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"飛躍も、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛鳥の如く",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"飛鳥山公園、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飜弄とでも",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飜訳たのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飜訳だって",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飜訳を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飜訳篇、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"食い、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食いこんだが、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"食いし",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食いたくないかと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食いちがってような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食いに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食いはじめていたのでした。",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"食い合わないような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"食えたら",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食えない。",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食えないし、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食えないそうです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食えば、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食おう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食さえ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ったように",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ったりた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食って",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食ってというのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食っても",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食っても、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食つて",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食つて以来、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食は",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ひ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ひに",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ひ入るばかりの",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食ふ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食べすぎただけなんです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べずに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べたい、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"食べたくなくても",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べたような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べて。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べていない。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べています。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べてのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べながら",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べながら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べながら、また",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べなければならぬ、という",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べますが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べよう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べよう」並んで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べられたし、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べられない",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"食べられるようになりました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べると",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食べるのだろう、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べるのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べ残しても",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べ残しの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食べ残す",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食わずの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食わせてやろうと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食わせられたり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"食わせる",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食わぬと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"食われ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食事が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食事だけは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食事てのでした。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食事は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食事ほど",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"食事も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食卓に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"食物を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"食通ではないようであった。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食通振りを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"食通氏であったのか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飢えて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"飢え渇いてんだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飢え渇いてんだ」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飢に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飢餓の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飯へ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飲まず",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲まずには",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲ませてくれるのでした。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲まないからね」",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"飲まなかった。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲まぬのが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飲み",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"飲みたい」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲みたかった。",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲みたく、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲みたくて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲みつくして、",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲みましょう、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飲み始めた。",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"飲み屋、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲み廻ったりて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲み歩いて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲むがね。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲むだろう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲むねえ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲むのが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲むのは、",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲むわけないわ。",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"飲むんでしょう？」",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲めないし、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲もう、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲もう」秋の、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲もうと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲もうとは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲もうよ、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んじゃった」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだとでも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだなんて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだのだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだのだよ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだのだよ」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んだら、",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲んだり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んだりて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んでいた",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"飲んでいた。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んでいたのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んでからでなければ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んでが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んでしまったが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飲んでのだよ」",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"飲んでのでは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んでみたい",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲んでもいい。",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"飲んでよ」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飲酒は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飼",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飼い",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"飼つて",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飽きず、",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飽くまで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飽までに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飾られて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飾りました。",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"飾り窓には、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飾り電燈が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"養つて",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"養分の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"餌を",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"餓ゑさせることにした。",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"餓ゑて人の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"饂飩粉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"饂飩粉くさいじゃないか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"饐ゑたいきれだか何やら",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"饑死などと",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"饑饉とか",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"饒舌に、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"饒舌を",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"饗応された",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"首が",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"首でも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"首ばかりでございます。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"首もとへ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"首尾ノ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"首府サンチャゴに、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"首筋",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"首肯いたりなんか",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"首肯いて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"首肯きます。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"首肯くと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"首肯で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"首肯に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"首肯ニ価スレバ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"首都の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"首飾を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"香染めの",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"香染めらしい",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"香花を",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"馥郁と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"馬、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"馬に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"馬のように",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"馬みたい」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬を、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬小屋で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬小屋で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬小屋に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬小屋へ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬耳東風なのでありました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬頭、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"馬鳴も、",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"馬鹿、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"馬鹿々々",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馬鹿か",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬鹿が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬鹿げた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬鹿げて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"馬鹿げていますよ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"馬鹿だかのう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬鹿で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"馬鹿にてらしくて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馬鹿にならん",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馬鹿にやがる、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"馬鹿も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬鹿らしさに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"馬鹿息子の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馬鹿扱いを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"馬鹿正直に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馬鹿者が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馬鹿野郎。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馳せ参じて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馳せ集うが如く、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"馴れぬ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馴染で、また、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"馴染の",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"馴染む",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駄六を",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駄洒落のように",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"駄目かも知れない」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駄目でございます。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"駄目な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駄目なんだ。",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"駄目になるだけなんだ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駄目ね」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駄菓子を",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駄馬の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駅の",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"駅売りの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駅近くの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駆けた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駆けたので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駆けて",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駆けて。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駆け上る",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駆け寄らうとた",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駆り集めて、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駈け",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駈けこんだ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈けつけ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駈けつけたというわけでしたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"駈けて",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈けまわるより",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"駈けめぐり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駈けめぐるという",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駈け上り、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駈け出さうとた",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駈け寄りたい",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"駈け引きの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"駈け戻り",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"駈け抜け、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"駈け抜けると、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈け登った。",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈け続けた。",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈け続けたなり、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈け込んで来たのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"駈け通して来た、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"駈け降りたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"駈け降りて来たのだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"駈寄って",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"駈引きて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"駈込んで来た。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"駐在所の",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"駭かた",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"騒いで。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒いでいたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒いでいます。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"騒いでと、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒いでのではないかしらんとさえ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒がしくて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒がなかった",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"騒がぬ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒ぎが",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"騒ぎに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"騒ぎますので、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"騒ぎまわって、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"騒ぎまわっていた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒ぎまわっていた。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒ぎ方を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騒動が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"騙された",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"騙りに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"驀地に",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"驚いた、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
