"Term1","hana2","jigokuhen_shinji2","kaeru2","kaigara2","karenosho2","kiseru2","onna2","rashomon2","sarano_hana2","torokko2","anitachi2","asa2","asamasiki_mono2","hashire_merosu2","kirigirisu2","ningen_shikkaku2","onnano_ketto2","sekibetsu2","soseiki2","uso2"
"面白いですか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白いですよ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白いのであるが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"面白いのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"面白いんじゃないでしょうか。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白かった、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"面白かつたのは",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"面白からぬ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白くない。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白くなかったかも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"面白くなくて、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白くなくても、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白くなって来たろう。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面白くも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"面白さ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"面白さに",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"面白そうな",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"面皰から",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"面皰の",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"面目」とでも",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面目が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"面目問題ばかりでなく、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命と、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命に対する",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命党の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命思想に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命思想に対して、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命思想の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命派だ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命派の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革命運動にさえ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革新です。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"革足袋を",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"靴と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"靴下を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"靴先で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"鞄から",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"鞍馬の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鞘に",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"鞘を",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"鞘走らないように",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"鞠のやうに",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鞠躬如として",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"鞭で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"鞭の",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鞭影キミヲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"鞭打ち、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"鞭打って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"韜晦の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"音??すべてが",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"音さへ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"音で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"音と共に、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"音などを",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"音の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"音は、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"音を、",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"音声、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"音楽。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"音楽と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"音楽家を、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"音楽隊の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"音沙汰なしと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"響いた",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"響いて、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"響く",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頁を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"頂いて",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頂きました。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頂きを",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頂で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頂戴、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頂戴た",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頃だ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頃で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頃でありましたが、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"頃である。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"頃の、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頃また",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頃より",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頃ノ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頃合いの",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"項を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"順々に",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"順い易し。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"順序",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"順序に",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"順序も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"順序不同に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"順服するというのは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"順番に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"順調に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"預けられた。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"預って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頑な",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頑丈な",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"頑固な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頑強であった。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"頓着せず、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"領地を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頤に",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頤の",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頬である。",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"頬ならば、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頬の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頬も",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頬をも、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頬張る",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頬杖を",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頭、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頭から、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"頭するどき",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頭には、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"頭のような",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"頭は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頭は、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"頭へ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頭ヲマエニウナダレ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頭脳に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頭脳の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頭蓋骨やら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頭髪も",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頸から",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頸飾り投げ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"頻りに",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頼み、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頼みこんで",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頼みの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頼みましたら、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頼み込んで、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"頼むではございませんか。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頼むのに、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頼もしい",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"頼らずとも、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頼りない",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"頼りに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"頼んだ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"頼んで",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"頼んでいたらしく、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"頼信紙に",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"頼山陽に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顋で",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"題で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"題を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"額は",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"額を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"額縁も、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"顎で",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顎に",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顎も、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"顔いろばかり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔かたちさえ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔がわりが",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔だ、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔だけは",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔だったのか、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔つきで、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顔つきの、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔つきは、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔つきを",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"顔と",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔になり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔には、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顔の、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顔ぶれよりも、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顔へと",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔も、",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"顔をにや",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔ヲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"顔役みたいな",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顔色でも、",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔色と、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"顔色を",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔貌は",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顔面蒼白、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"願いというのは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"願いに",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"願いました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"願います。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"願いを",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"願い一つだけは、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"願ったが、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"願ひました。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"願ひます",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"願望が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"願望た",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"願望に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"顛倒致したかも",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"類で",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"類にも、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"類は、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"類も",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顧みた。",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顧る者が",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"顧問が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顧慮すべく、",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顧慮せず",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"顧慮如きは、",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顫えそうなので",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"顰めて、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顰蹙てのです。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顰蹙合うに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"顳※が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"顴骨ばかり",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"風、",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"風。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風」と",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"風がわりで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風だ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風だ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"風との",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"風と共に",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"風のみ、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"風のように",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"風の音で、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風は",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"風俗の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風俗相近く、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風光を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風前の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風化されて",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"風呂を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風呂敷でした）の",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風呂敷包を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風変りの",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風態なんかは、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"風景が",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風景が、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景には",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景には、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景に対しては、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景よりも、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景を、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風景画に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風格を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風流な",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風潮に",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風発せられたのである。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風評に、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"風貌も、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風貌を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風邪の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"風邪を",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"風邪気味だと",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"風鈴声。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"風鐸の",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"颯爽と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"颱風の如く",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飄々などという",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛ばした",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛ばず、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛ばせました。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛びつくやうな",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛びまはる数の",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛びまわって。",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"飛びまわります、と",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛び上つて、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び上らんばかりに",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び上りました。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び乗らうとして",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び出し、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛び出した」",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び出しては",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び出しては、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び出して来て、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"飛び出そうとして、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び廻って、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び立つたと",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛び越え、",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"飛び込みました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び込む",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飛び込もうと、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び込んだり",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び込んで",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛び降り、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛び降りるが",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"飛ぶ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛ぶようになった。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"飛んだかと",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛んでいました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛んでしまうのだ。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"飛んでしまって、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"飛んで参りまして、",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛んで来ます。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛んで行こうとてではありませんか、",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
